1500_finish_s,3000_finish_s,5000_finish_s
216.68,515.88,1457
216.93,467.65,2902
212.1,507.49,5906
214.24,524.34,2470
216.34,453.21,1725
216.58,524.52,2322
217.8,466.67,2148
215.6,461.82,2938
217.47,524.76,1909
217.17,523.92,2799
217.85,457.42,1288
239.96,524.58,2687
215.56,465.59,2080
213.26,468.03,2176
216.55,468.85,2547
243.44,468.85,1629
212.85,467.78,1947
216.77,467.1,1688
243.36,469.2,2625
216.26,459.96,3976
243.09,467.67,1477
215.48,463.15,3780
215.73,523.52,2199
244.61,468.78,1918
217.06,468.2,2359
242.04,514.58,4054
216.8,467.77,1498
216.0,457.57,3254
216.02,522.4,4061
217.47,457.73,1724
216.56,463.24,3268
214.64,465.51,3392
215.94,466.66,2686
217.9,516.05,2161
216.25,454.66,4153
216.47,466.5,3483
217.1,466.72,3665
217.13,466.53,1495
217.36,468.12,3379
212.44,457.14,2232
217.56,522.25,2042
216.34,450.46,3577
213.75,466.05,2483
215.72,516.81,2134
216.21,510.12,2248
217.94,458.08,1574
217.28,524.3,2000
216.01,461.1,1907
210.49,468.51,2972
243.71,467.49,2926
217.91,524.33,2737
213.69,464.97,2915
242.6,469.48,1821
217.47,519.27,2221
216.62,468.63,2796
244.11,452.44,2581
217.36,515.86,2517
244.6,460.18,1281
214.24,452.02,2348
216.41,469.05,3507
236.56,524.56,2202
244.57,466.92,3515
243.59,465.91,2191
208.92,454.44,1313
242.37,464.43,2797
215.85,521.58,2200
215.57,516.86,1458
244.58,453.62,2113
243.16,467.03,1923
215.9,517.47,1969
215.19,467.82,1758
217.6,518.97,1901
211.34,517.32,2326
217.1,462.75,2997
215.41,462.15,6180
217.07,466.55,1572
217.3,521.71,1597
217.2,461.42,1599
244.67,469.02,4532
212.77,465.43,2944
239.3,466.12,1163
242.67,464.9,1394
215.34,516.1,1815
213.23,452.88,1986
217.29,462.11,2163
217.44,460.75,2779
216.62,517.7,4418
217.94,455.99,4224
216.67,459.7,2399
241.92,509.72,2499
216.91,468.91,1764
241.25,465.75,1449
217.7,469.13,1830
217.77,462.38,3324
239.51,467.22,3688
244.19,464.68,1708
217.48,466.07,2424
212.58,461.28,3179
217.84,462.58,4071
213.98,460.97,2183
216.21,457.6,1820
212.06,514.73,2012
243.08,460.3,1962
240.25,463.57,1239
242.32,466.53,3029
240.15,519.19,3562
214.53,464.9,1785
217.82,512.89,2862
214.82,517.58,3290
216.42,524.07,2819
217.87,456.95,3239
217.3,517.5,1373
216.7,468.74,1201
243.57,514.91,1642
216.77,463.02,2255
216.84,518.48,4621
240.18,464.85,3103
215.56,465.74,2157
216.21,512.66,1450
211.19,457.68,3679
242.26,467.2,2945
215.93,458.48,1866
215.49,453.44,7344
214.84,469.12,1924
217.82,465.3,2019
244.37,524.6,2973
214.12,466.63,2495
217.26,469.28,1404
215.21,460.65,3691
214.38,506.14,2534
214.85,518.1,1855
213.18,455.06,1435
217.59,523.72,3026
244.76,466.72,2485
213.42,506.81,1915
216.31,458.12,1803
244.78,516.92,1458
242.33,467.58,2280
216.63,466.14,1193
213.6,467.42,3256
215.07,465.83,2365
215.76,520.33,3054
214.75,464.9,2371
215.09,467.3,2940
244.26,521.96,2422
216.4,451.98,1772
243.23,522.93,1583
215.1,516.76,3034
216.31,469.01,2976
213.12,462.98,2353
216.6,522.55,4112
217.92,455.35,3173
216.31,462.18,1692
217.81,492.19,2680
215.07,518.05,3697
216.6,467.49,2159
216.64,514.41,1899
243.15,469.2,3281
217.2,453.13,2558
238.93,467.38,3688
214.4,463.39,2821
243.38,518.23,1726
217.98,469.77,3387
215.25,465.8,1612
217.47,456.44,3354
241.57,465.5,1320
217.95,461.92,3409
213.12,515.34,2298
217.7,464.11,2765
243.2,524.08,2004
217.4,515.74,1911
217.55,453.39,3403
217.71,452.13,2070
237.41,507.12,3738
217.24,459.32,2416
217.62,459.51,2269
244.04,455.23,2179
216.77,458.88,1670
217.85,461.31,1535
213.33,468.7,2246
243.47,458.34,1598
240.09,464.33,2079
243.86,466.61,2728
217.88,463.37,1320
243.93,513.94,1501
244.26,467.86,2853
214.42,514.85,2645
217.0,463.0,3436
217.24,462.51,2731
216.63,459.05,1848
243.34,519.76,3517
216.2,468.95,3023
243.54,469.0,1928
211.88,456.78,3006
216.22,463.65,2199
216.61,519.65,2839
213.97,469.98,3635
216.32,518.02,1707
215.83,468.7,1488
216.52,516.56,3514
238.58,469.37,2004
215.39,506.7,1539
217.47,467.7,2842
216.83,464.86,2263
216.58,448.37,4142
236.7,510.51,1449
215.26,467.4,2086
213.41,452.13,1852
241.8,464.8,3072
215.12,469.87,4474
244.27,511.32,1341
214.57,469.3,4433
213.34,469.45,1860
210.26,467.49,2399
211.08,461.8,8970
216.66,509.36,1795
244.83,469.9,2862
215.83,450.45,1543
244.46,460.2,2860
212.08,458.78,2658
244.38,517.38,2349
243.66,457.28,1616
243.51,465.44,1583
217.51,466.2,3595
239.58,466.0,1785
216.59,464.16,2928
217.67,468.47,1896
213.12,456.11,1977
217.19,510.95,1744
217.7,448.73,4063
216.18,466.8,2700
242.33,451.59,4506
242.29,468.28,2400
244.99,465.59,1752
216.8,452.01,1265
215.7,466.6,2610
214.64,459.3,2299
214.58,524.36,1808
217.14,515.48,2196
214.31,464.92,2799
216.9,467.65,2372
244.52,466.23,1118
216.62,520.11,1925
209.1,513.65,2214
215.1,460.86,2084
216.28,468.2,2607
242.41,467.36,1165
217.05,459.75,4021
244.92,462.42,1874
217.8,465.63,1932
216.54,514.73,3070
217.58,518.22,2701
215.51,522.63,1886
217.55,492.18,4365
215.45,518.79,1562
214.05,504.31,1687
215.86,457.15,4402
243.43,469.51,3312
244.97,466.08,2615
216.32,467.2,4052
216.07,518.3,1526
215.69,464.83,1417
239.34,466.99,7592
214.2,460.66,2356
213.55,508.26,1793
241.96,469.0,2403
241.98,459.38,1971
216.26,467.22,2086
215.81,468.93,3378
214.13,465.37,3346
217.54,457.56,3024
217.36,461.07,1503
215.9,456.97,2720
217.47,461.41,1485
216.59,464.39,3190
214.52,467.32,1839
212.99,521.51,4438
217.1,457.34,1543
217.2,468.26,3470
217.94,517.16,4136
213.61,467.01,4246
213.87,513.9,2192
241.49,457.43,2050
212.6,456.21,1907
215.73,509.24,1588
238.37,469.84,1036
217.69,517.04,2521
215.64,461.55,2570
213.84,455.0,1721
214.8,467.61,1262
211.83,468.42,3138
236.22,468.59,2112
215.85,458.72,2150
217.92,461.04,2393
215.29,460.2,2713
213.24,468.94,2774
212.56,514.09,2148
214.21,519.02,3750
215.3,455.51,1810
213.68,466.69,2216
217.7,454.37,2635
243.06,469.47,2173
213.16,465.61,1521
214.05,469.9,2689
243.39,457.9,1893
217.6,457.65,2653
244.75,466.24,1635
240.38,455.82,2123
243.58,467.39,3042
242.42,469.7,1170
240.17,466.86,2113
243.87,463.46,2294
241.8,460.21,1617
243.02,513.36,1250
214.46,524.03,4296
215.82,522.53,1477
215.96,465.57,2329
215.44,459.85,2982
216.96,509.09,3340
217.82,448.72,1586
215.89,455.24,2370
216.86,453.39,1782
217.98,469.03,1806
217.33,469.77,3727
214.63,465.62,3950
215.71,437.55,1668
217.94,522.15,1878
212.01,469.11,2595
215.38,466.51,2010
217.01,520.48,1960
216.06,467.99,2332
216.42,457.05,1808
238.94,505.92,1808
216.12,464.74,2778
216.88,507.24,1766
216.77,460.98,3931
214.44,454.78,1208
214.16,518.71,1817
214.24,464.61,2769
216.67,461.12,1555
217.82,463.28,1624
216.74,462.0,1551
216.49,520.0,2093
244.6,457.73,1666
215.44,509.95,2064
244.49,456.39,1537
217.3,468.51,1856
213.7,464.36,2431
216.96,466.95,3070
217.81,517.54,3197
216.23,457.5,1973
212.43,469.41,1761
213.27,469.5,2828
214.48,521.37,2281
214.14,451.14,1972
241.8,466.42,2542
213.31,517.12,1750
242.89,464.51,1502
216.62,468.73,2685
243.73,460.1,4625
238.38,462.64,1331
217.24,469.3,1629
212.24,462.35,1996
211.45,524.45,3288
244.01,466.67,4067
210.22,520.53,2285
216.53,454.15,1722
217.44,447.75,2074
244.97,469.9,2377
209.1,521.29,2779
217.46,524.6,3292
217.85,466.33,1268
243.35,524.1,2875
214.65,463.65,2210
216.43,514.9,2295
217.2,465.02,1806
215.38,457.46,1518
215.63,521.53,1628
240.96,466.06,2036
216.09,506.61,3893
243.15,465.0,1900
216.32,469.6,3174
242.75,465.3,3104
212.2,464.57,1771
213.99,467.6,2220
217.69,464.2,1535
244.43,468.04,1482
217.34,468.14,2169
214.91,468.8,2522
217.77,452.62,6737
214.52,468.57,3463
211.77,459.47,1813
214.0,464.19,1473
213.96,520.6,4064
217.71,460.68,1808
217.49,462.29,2363
242.05,458.25,3518
240.73,468.29,2002
214.75,461.56,2654
211.7,516.11,4443
213.63,456.46,3584
216.33,464.34,1872
213.96,447.68,1836
214.03,469.99,2386
212.62,465.96,2220
216.26,465.4,3281
214.75,518.84,2074
216.2,468.31,2177
216.3,465.59,3043
217.95,467.17,4143
215.25,461.38,1317
242.14,454.67,1568
217.47,456.21,2447
240.68,468.79,5960
214.68,467.85,1631
213.62,466.28,1638
213.43,518.34,2061
244.71,523.45,3916
214.63,469.83,2693
217.37,465.53,4098
214.32,467.13,2722
244.27,508.27,3710
217.89,468.2,2951
217.78,462.94,1494
211.42,465.77,1836
215.84,457.05,3922
237.4,458.72,1429
244.39,457.16,1458
214.69,461.84,1371
215.54,521.38,2996
216.63,466.5,1466
216.67,463.88,1944
217.8,468.46,2353
217.82,462.16,2901
211.96,523.59,4225
244.8,463.0,3268
244.67,454.58,1968
244.79,458.07,3430
241.33,516.25,3469
215.81,464.9,2128
217.33,452.11,4128
215.09,457.6,2018
214.74,516.2,2304
215.32,517.3,11814
211.51,457.97,3858
215.17,469.17,2511
214.51,468.94,3530
241.27,463.48,2283
217.23,516.91,2571
235.14,464.7,6614
216.77,458.15,1914
244.97,463.53,1827
242.2,463.15,3170
217.54,466.6,4345
217.99,467.69,2793
216.38,467.95,3389
239.65,467.7,4251
215.17,466.34,2120
214.85,466.24,3967
243.79,467.09,1913
242.21,468.4,2112
216.63,463.89,2118
240.32,469.2,1048
214.37,462.83,2342
240.13,510.43,16494
217.98,458.9,2536
241.69,463.04,1439
212.98,456.55,1707
216.85,466.2,1767
214.82,469.36,2893
216.36,468.07,3400
214.76,462.92,1467
244.89,510.0,3218
217.55,459.38,2435
216.01,467.78,1431
244.99,466.96,2694
216.14,464.7,2941
240.9,456.32,2882
215.92,522.44,2192
216.6,460.24,1891
213.14,455.08,3412
243.09,451.4,1767
214.84,513.72,"(None, None)"
244.66,466.3,1365
212.93,461.94,2979
217.17,468.47,2212
217.6,524.69,2259
214.05,458.78,3500
213.33,466.91,1168
216.9,469.05,4518
214.53,463.1,1979
217.2,453.37,3039
217.81,513.57,1659
244.44,454.12,2770
215.1,468.79,4152
244.17,462.58,2942
244.73,468.0,2570
243.63,466.8,4123
217.04,463.0,2892
