1500_finish_s,3000_finish_s,5000_finish_s
217.87,518.84,1971
241.91,455.23,1849
209.19,467.09,2092
216.44,462.93,2534
215.6,466.1,15286
214.85,464.03,2231
216.42,462.3,1110
216.48,469.4,1410
217.04,467.91,2380
244.56,454.74,3507
215.2,515.5,3026
216.88,469.57,3413
212.85,523.19,3026
243.25,521.88,2585
242.75,454.4,4437
240.69,460.98,1407
238.03,524.34,4585
217.93,465.45,1733
217.18,509.24,1785
217.73,464.99,4247
215.8,504.19,1126
215.49,464.2,2857
243.99,465.57,2038
244.63,465.3,1895
216.13,464.08,3328
241.73,461.43,1818
216.04,465.89,1836
215.39,524.4,2192
214.32,524.7,1568
215.3,466.77,1408
217.57,466.7,3347
217.11,467.29,2204
243.09,468.3,2382
216.99,521.37,3644
209.64,461.0,3324
214.38,520.25,4059
243.78,512.0,1465
237.92,469.7,4226
217.98,466.88,3208
241.17,469.7,1418
213.33,456.74,3329
217.61,450.95,2797
214.25,469.6,3196
217.05,462.27,1357
239.09,469.91,2431
215.85,458.83,2947
216.47,510.01,1452
216.62,467.69,2466
217.04,523.5,3936
217.2,456.4,3435
243.11,454.26,"(None, None)"
215.47,455.53,3447
214.65,455.35,1872
214.59,468.7,1060
215.88,465.65,1999
244.7,467.77,1370
217.12,468.47,4062
244.42,451.68,2793
244.04,523.62,3179
215.75,465.64,4321
213.78,465.23,3922
242.74,467.87,2494
212.47,466.91,1911
214.67,468.31,2267
216.63,457.7,1793
243.0,462.58,2451
211.06,461.65,1503
216.69,463.35,1742
217.34,455.81,1971
217.49,461.42,3772
217.05,456.7,2436
215.76,466.96,1886
210.22,521.43,2456
243.96,465.9,2848
214.03,468.16,2373
236.14,468.61,1790
216.43,463.15,2258
217.43,466.0,1550
212.71,457.18,1913
214.01,469.77,1881
215.37,513.42,1744
215.54,509.48,3198
244.1,467.28,1528
243.2,453.39,3130
213.81,468.45,3441
217.23,452.36,2435
213.43,466.03,2502
210.92,468.8,2582
217.4,467.97,1297
237.82,465.07,1852
239.68,466.7,3107
240.73,443.64,4001
242.65,460.96,9427
214.24,464.66,2248
242.28,515.9,2742
243.38,523.6,3924
215.9,523.7,2995
215.44,453.01,2568
215.88,454.8,2294
217.99,512.45,2231
217.85,464.18,1848
214.56,520.22,1691
243.3,462.82,2282
243.11,467.6,2101
215.62,460.21,4111
217.68,452.79,3228
241.72,466.86,2689
215.48,464.46,2372
213.59,468.1,2032
214.36,522.57,3655
217.18,463.11,1396
215.14,458.5,1913
212.06,469.11,1991
215.59,467.71,11726
216.88,468.66,2149
212.2,469.65,1638
242.8,459.88,2337
217.44,453.94,2556
217.52,465.82,2744
217.47,465.22,2038
243.16,464.7,1615
214.85,466.04,1491
216.89,462.51,1606
215.36,521.93,1890
239.21,453.47,2621
216.93,453.93,1165
216.99,461.83,3108
217.72,464.92,2835
217.67,468.96,3328
217.3,465.12,1986
213.83,516.51,2108
244.85,523.19,3460
244.17,464.01,3598
217.08,456.81,1399
217.08,514.73,3484
214.52,469.46,1654
211.48,454.0,2984
217.74,452.38,2134
216.16,511.27,1936
216.94,503.75,3726
212.56,515.97,2878
213.62,513.57,4369
240.18,524.43,2202
216.47,456.54,2061
210.69,469.95,4079
216.3,514.51,2282
243.55,524.48,3466
212.66,457.56,1940
217.47,466.4,2465
217.91,463.76,2415
217.69,467.21,6472
216.09,462.24,1936
241.52,521.96,2938
215.03,506.31,2743
216.21,520.98,3394
215.98,448.92,2225
243.88,452.49,3671
215.89,468.46,2896
216.26,459.23,1373
216.08,467.74,3830
214.86,454.59,1823
217.4,469.61,2183
242.73,507.49,2400
243.12,502.92,1438
241.15,464.55,1689
216.56,461.26,1725
217.75,450.53,1764
213.06,513.78,2190
216.4,462.38,2138
214.2,463.44,2427
238.81,465.0,3425
217.4,446.28,3418
215.73,455.91,4203
244.14,514.09,2754
216.1,448.02,1774
243.76,463.14,2288
214.27,468.93,2105
242.15,460.59,3421
212.32,524.45,5289
215.67,452.44,2742
215.1,522.8,3021
237.04,461.3,2337
217.69,517.92,2129
217.77,516.51,2768
209.64,463.86,2654
215.75,513.07,3036
217.91,464.7,1628
217.58,465.4,1745
217.97,463.7,1744
216.11,468.8,3174
217.68,463.3,1786
216.83,453.54,1810
216.81,467.8,1520
214.67,467.8,1231
215.81,468.47,1463
214.44,523.52,1794
215.64,468.15,1689
216.63,461.5,1398
240.7,469.2,3219
216.33,518.42,3971
213.94,521.99,3236
240.12,467.53,1087
243.15,465.78,2204
216.69,457.58,4063
217.96,443.63,2160
243.91,468.6,2181
215.95,466.18,2220
242.11,464.16,1960
216.44,460.9,2737
215.32,518.83,1558
217.68,510.8,1811
213.85,460.19,1769
217.12,452.68,1803
217.6,458.1,2407
244.03,518.76,1974
217.72,522.69,3137
213.93,462.94,10293
213.99,447.0,2614
215.67,458.3,13376
217.7,523.44,2385
215.73,468.32,2896
217.9,467.65,1671
216.13,521.23,1287
211.99,464.65,2302
215.08,467.0,1432
215.3,503.14,1498
213.67,523.82,3560
215.42,469.14,2371
217.6,467.5,1855
217.85,465.81,2610
213.6,524.52,4234
215.53,466.37,2193
215.72,450.67,4050
217.5,459.78,2078
239.52,466.3,1964
242.78,466.42,5303
217.2,454.48,2038
214.36,467.7,2870
244.62,465.59,2630
212.58,514.91,2426
216.91,463.11,2006
217.77,467.81,1746
215.94,524.21,2708
217.32,460.36,2034
217.53,518.91,3241
216.6,516.33,2251
215.48,522.39,2318
216.25,465.86,3422
213.79,469.98,2222
217.05,505.83,3259
217.36,523.06,1324
217.45,518.98,3517
210.98,463.13,3309
216.64,524.55,2862
216.06,502.44,1788
215.3,466.15,1602
216.26,466.12,1555
243.39,455.92,2179
216.3,463.46,2024
213.6,467.43,2006
242.0,466.86,1408
241.2,462.11,1471
217.87,520.44,2837
216.48,524.2,4273
217.77,469.19,2220
215.57,519.22,2946
243.01,464.73,1946
214.51,469.8,1684
217.4,461.36,2000
212.39,463.09,3127
217.56,462.8,3900
244.02,458.21,1853
217.0,466.42,1360
215.36,452.91,2211
215.37,458.64,1650
217.19,522.51,3568
216.96,523.09,1754
217.35,469.42,3554
215.7,458.26,1965
216.92,460.56,1912
214.05,467.03,2858
215.43,452.46,3586
213.31,457.37,1193
216.88,467.28,2257
244.04,463.0,3562
240.3,469.35,2503
217.59,469.25,2363
244.94,516.11,1244
215.49,465.63,1418
216.11,465.24,2796
215.96,468.76,2123
216.51,520.55,1739
215.71,467.64,4917
215.73,468.26,2727
208.41,452.71,3333
237.61,458.45,2425
213.96,469.34,1477
244.37,466.82,2976
216.35,520.46,4123
214.96,467.95,4046
234.11,464.54,2124
214.48,465.81,3033
216.7,506.21,2263
215.6,464.96,4634
213.9,465.41,4225
216.23,524.1,2380
215.51,450.94,3569
213.29,466.76,3417
217.92,457.97,1910
241.96,467.99,1836
217.98,460.64,2334
217.1,464.34,1729
215.73,468.22,1782
210.23,523.96,2429
212.94,509.09,3807
236.22,465.88,2284
216.14,469.83,3282
217.84,524.64,2796
212.1,465.94,3083
244.66,454.7,3404
216.8,452.19,2221
216.42,522.33,1444
213.33,458.16,1509
217.21,468.62,2100
215.95,520.58,1698
244.42,462.16,13394
214.81,521.42,6283
243.59,466.12,2393
217.06,450.14,2199
241.85,469.08,2008
216.45,468.74,3439
215.7,467.03,2648
243.69,467.09,1053
244.73,469.23,1775
243.79,465.98,3453
242.9,461.07,2245
217.55,458.95,2860
244.3,462.82,3601
216.62,469.51,2693
242.53,445.48,2913
214.77,457.41,2660
244.95,456.34,2615
214.35,519.95,1983
217.43,453.13,1645
239.31,464.07,2474
217.0,523.59,4481
216.07,461.2,2624
240.81,522.75,3314
216.94,464.08,1551
214.3,469.84,2135
244.17,464.43,3151
217.8,523.59,1808
240.17,464.72,1549
214.32,510.86,19585
210.09,452.93,1965
211.0,463.88,2361
215.41,466.5,2107
240.39,466.22,1770
216.64,464.7,3710
243.95,466.69,1912
241.0,447.42,3442
217.78,465.12,3892
242.7,462.02,2618
242.72,460.11,11814
213.81,462.92,2269
217.94,461.41,2146
212.81,464.43,3482
217.99,456.02,1687
217.4,465.2,2450
217.43,496.5,2324
217.7,459.69,4507
240.32,462.94,1739
216.72,464.83,2114
210.97,469.46,3814
237.0,466.41,2336
215.2,451.41,1931
215.02,461.86,3506
212.95,467.49,3744
244.91,469.65,3890
213.3,456.87,1495
214.49,522.04,2809
215.02,458.4,2085
244.3,464.5,2176
241.12,462.99,2177
244.71,465.02,2768
213.61,468.74,1980
216.48,463.0,3103
211.13,513.98,3082
217.57,467.98,3328
212.68,463.26,3683
215.82,463.94,4034
217.78,461.97,1952
212.51,462.14,1892
210.77,459.83,2964
217.55,464.87,2907
242.6,451.0,1712
217.85,461.25,3110
239.6,463.98,3967
216.5,446.64,17464
240.53,469.2,1766
216.86,448.48,1867
238.53,461.78,3028
213.04,464.0,2255
216.92,524.1,1702
241.1,468.19,2394
215.26,445.16,2640
242.38,459.84,1719
215.87,462.68,3259
217.19,467.02,1288
213.71,522.04,1982
216.41,469.59,14312
216.73,464.01,2086
211.83,468.0,2521
217.66,450.62,1348
216.9,504.4,2149
217.11,458.83,1738
213.75,452.17,2357
215.1,511.94,2029
213.89,469.67,3302
212.68,469.09,1900
216.74,463.62,1918
217.8,463.65,3005
215.22,469.61,3037
243.52,461.42,2246
215.97,469.88,2770
213.61,461.11,2390
243.88,459.55,3365
244.44,460.42,3259
217.86,467.65,1878
216.85,446.18,3673
215.36,519.87,1793
216.34,505.9,1699
217.72,465.06,2169
216.68,464.74,2454
217.21,524.3,2701
241.21,523.65,1328
215.73,464.0,3389
215.49,463.23,3386
210.74,522.05,"(None, None)"
242.12,523.76,1668
214.92,461.95,2283
217.22,519.14,2214
244.97,455.95,1341
216.1,468.38,2517
242.26,458.34,3684
216.43,464.1,2769
242.78,466.93,3832
211.0,469.44,2085
242.9,522.81,1303
239.0,461.16,2182
215.8,509.58,2770
212.56,461.54,3616
241.79,456.98,2574
214.83,459.63,2090
213.68,509.6,2290
217.57,466.92,1707
217.47,454.71,3298
215.42,523.89,2830
239.71,460.0,2540
216.99,466.48,1753
243.5,469.71,1691
216.0,457.32,1744
216.1,461.93,1797
216.52,512.17,3445
214.88,465.8,2086
217.07,468.48,3277
212.94,518.03,1966
215.42,464.86,1684
216.49,464.59,1747
216.62,463.62,4544
215.69,466.39,1721
217.76,466.45,1941
216.93,464.26,1441
240.09,452.13,2579
217.13,464.17,1736
215.28,456.6,3669
213.14,464.68,11858
244.61,468.7,4433
217.01,469.11,3374
217.95,467.65,1495
217.9,469.2,1873
209.93,462.6,1571
241.73,456.59,1453
216.1,463.19,1652
217.19,463.74,2764
217.78,509.3,1444
243.85,522.33,2826
217.92,469.7,4396
243.51,458.28,1365
209.06,469.56,3024
213.38,517.58,2348
213.27,461.99,2947
214.8,459.5,12475
243.0,468.5,3399
244.42,452.05,2659
217.98,468.38,1853
240.28,462.21,3671
244.02,522.42,3312
211.79,521.42,1878
217.63,451.19,3827
217.1,454.57,2618
217.66,454.94,3324
242.82,469.5,3438
243.85,469.69,4184
208.68,507.79,2907
215.5,469.53,1944
214.11,462.31,2439
217.94,468.7,1901
217.76,460.3,1954
217.03,457.89,1820
217.19,524.14,3935
216.3,462.3,3294
244.76,468.4,4485
215.77,523.71,1702
213.1,459.15,2221
215.69,522.68,4128
216.58,463.09,1724
243.63,458.95,2273
214.27,469.81,3064
217.98,461.78,2543
216.42,469.85,1635
214.26,464.12,3449
217.8,468.14,3694
217.02,510.65,4661
241.2,524.24,3295
213.16,465.13,2682
217.33,459.61,2243
216.79,517.89,1862
214.26,506.7,1522
214.73,467.5,1249
217.5,459.43,1144
244.99,469.61,2915
216.23,456.89,2166
241.94,466.32,1118
216.37,523.33,3084
215.04,522.02,1048
238.07,460.06,1927
217.57,458.37,1920
211.9,467.23,1458
216.82,469.34,2541
211.01,521.86,2074
214.81,524.92,2473
243.69,467.49,1666
216.7,524.67,11421
215.24,468.18,7350
217.82,467.79,1701
217.17,460.49,4484
212.58,523.2,2736
216.74,469.1,3634
242.78,457.97,2151
216.12,465.88,2551
212.57,464.06,3048
244.86,469.38,2603
216.87,460.49,3520
242.24,511.0,2473
217.4,467.2,1709
216.01,468.12,1473
216.23,466.2,1492
216.08,515.26,2368
216.33,468.98,1776
217.36,462.5,4407
217.8,469.4,2666
216.61,464.09,1470
216.1,469.58,1854
242.48,455.06,2392
215.09,468.95,4519
244.81,461.02,2537
214.54,468.86,1099
214.31,513.4,2473
213.21,460.17,1933
217.11,463.0,1420
212.21,466.21,3238
241.1,462.1,2493
217.36,510.11,2305
216.5,462.86,1979
216.14,469.5,1951
216.33,468.32,3166
244.46,460.89,2765
213.36,469.35,1850
217.2,506.78,4437
213.05,524.82,2266
235.07,516.7,12162
213.7,514.32,2680
243.55,455.18,2203
216.21,469.19,3020
217.6,466.63,2573
241.83,522.07,1932
212.16,469.38,1512
243.84,514.31,1965
240.44,524.33,2454
215.01,508.66,3505
244.6,523.2,3481
212.35,456.1,3642
212.72,524.45,4593
215.97,448.99,3905
236.14,469.1,2872
216.8,466.28,1688
213.4,451.33,2323
241.63,524.73,1968
215.85,451.2,1806
216.39,458.41,3334
216.09,463.39,2834
217.01,456.62,1642
215.38,463.4,2042
214.44,519.2,1678
241.03,469.48,1599
217.4,511.9,2079
216.52,515.41,2046
216.2,458.8,1924
242.77,462.09,2328
216.33,449.43,2317
214.54,459.46,5960
243.31,469.36,2212
243.12,451.98,3258
213.3,468.0,3443
217.56,518.06,3563
214.36,465.0,1992
217.21,469.67,1583
217.9,463.5,2394
243.93,521.19,1388
216.17,519.46,3104
241.55,519.95,2377
217.37,508.26,1776
213.3,517.17,3365
215.64,465.7,3228
217.18,464.94,2293
213.12,468.1,2039
213.54,455.5,1670
216.81,457.93,2884
243.87,466.38,1277
241.01,466.66,3396
217.03,469.87,1644
217.01,469.28,1946
217.31,515.89,2531
244.29,468.6,1999
243.18,462.94,2331
215.43,459.34,3782
217.3,463.9,4023
244.6,459.04,2645
217.73,515.23,2633
217.7,467.92,2097
217.19,519.92,4376
244.9,468.5,2256
214.74,521.79,1461
240.48,465.76,1427
240.73,520.4,2577
214.2,512.07,1947
238.8,459.64,3415
211.4,524.28,2135
213.39,509.95,2974
216.6,466.69,1796
214.93,455.83,3691
217.81,463.89,2826
210.75,466.49,3003
215.1,466.6,1798
241.29,520.74,1624
217.3,455.71,1754
214.34,448.56,4094
217.25,464.11,3688
216.08,462.72,3617
241.61,468.08,2156
217.4,524.15,3266
237.53,516.03,2449
244.56,467.2,1986
213.59,466.9,1656
214.81,467.52,1425
216.12,463.12,2976
243.94,451.81,2742
237.72,520.76,1468
214.76,468.09,2944
213.6,467.9,1892
244.89,517.47,2757
215.12,466.95,4279
217.03,456.44,5906
242.27,460.41,2719
217.8,466.55,1687
212.3,468.4,2962
242.29,457.8,2157
211.13,523.74,2268
240.92,457.39,3151
216.88,469.13,2020
217.61,468.31,2683
217.35,455.16,2349
214.57,461.9,2337
216.04,467.9,2004
215.94,468.56,1101
217.55,521.97,1532
216.37,468.59,1246
217.85,455.64,2543
217.61,519.65,1797
214.52,465.35,1571
241.38,458.5,1730
216.34,458.96,6525
239.08,469.83,2436
244.98,461.94,3863
213.2,460.86,1687
215.78,455.82,1727
212.88,517.78,2368
243.65,492.27,2368
215.74,456.58,2171
217.1,469.64,1904
214.52,524.49,3183
211.01,465.55,2426
244.22,519.03,9152
213.83,458.67,2445
215.59,504.2,2375
242.83,467.04,1404
244.26,469.64,24105
240.7,458.72,1208
240.41,458.77,1747
243.69,516.76,2394
217.36,460.1,2727
214.03,463.73,1907
216.15,468.39,1239
217.35,463.24,2280
243.38,524.47,2555
216.86,453.56,2534
242.72,524.26,2459
215.56,469.13,1393
213.34,452.27,2181
216.77,467.95,1342
216.73,459.02,1808
217.86,457.77,2918
216.41,468.07,3013
211.02,449.36,2916
242.85,454.29,2764
215.2,463.98,3940
210.88,467.36,2677
243.36,460.25,2679
243.98,455.68,1541
217.17,460.01,2870
217.89,464.8,1849
216.7,469.6,2630
217.35,521.38,1666
214.61,465.6,2056
217.41,504.31,3031
217.81,450.78,1392
244.78,468.0,1577
217.53,518.4,1521
216.78,469.32,2615
217.84,469.2,2706
216.16,460.65,2749
240.4,524.22,2914
209.01,459.3,4143
241.0,511.76,1931
216.98,515.45,1574
216.93,516.1,2164
216.45,521.29,3232
211.48,461.05,2210
215.32,469.0,2592
242.81,462.99,11456
213.16,468.2,2067
243.15,461.31,1677
215.46,466.05,1979
242.95,459.4,3424
216.3,456.52,1527
213.67,458.62,1466
217.76,469.8,2474
214.95,519.84,1883
216.87,514.1,1924
215.57,460.77,1320
212.8,463.7,2695
243.5,469.77,1828
242.89,469.8,2621
242.41,515.31,2001
216.95,462.53,1036
216.53,460.06,1940
244.0,459.5,2182
217.72,452.48,167280
217.7,516.53,3017
243.1,513.53,1446
217.78,464.85,1473
242.15,455.84,2229
216.1,468.92,2083
213.67,522.8,2817
244.24,518.42,1911
214.29,466.52,2266
217.99,454.82,2012
236.9,512.1,1413
217.75,514.33,3466
215.51,457.05,1450
244.4,463.66,3281
217.47,467.88,3086
216.35,466.62,1695
213.84,458.82,2325
234.52,462.19,2976
216.78,462.42,1571
242.12,466.51,2212
213.87,467.1,1744
217.25,459.29,1612
212.09,524.1,3411
213.06,461.62,4187
243.94,467.66,2152
215.56,469.48,3296
242.81,458.65,3138
215.96,522.1,2327
242.81,468.34,2549
211.79,506.36,1785
213.34,463.47,3548
216.24,464.08,1345
238.05,467.48,3470
243.73,515.88,2676
239.15,524.3,1692
216.31,466.3,2972
241.4,519.08,1470
214.13,468.35,2381
239.43,465.96,2842
244.86,455.61,1687
216.0,451.33,2189
217.1,513.94,2555
215.16,461.04,1970
211.18,513.01,1488
214.3,463.57,1849
243.05,461.48,2239
215.94,468.5,3021
217.34,465.76,2016
213.33,463.36,1496
243.95,524.07,1175
210.0,468.62,1402
215.15,468.8,2989
212.7,463.67,2227
216.39,462.99,3700
215.81,457.27,2673
217.71,469.75,2570
216.94,469.04,1480
216.14,468.03,2143
217.78,464.2,2163
217.26,468.91,3011
217.07,508.07,2691
244.5,452.13,1694
244.36,516.32,3395
213.54,510.76,2188
211.42,459.8,1817
217.6,467.08,3036
213.27,460.82,1963
216.99,466.01,2153
212.41,467.99,2759
215.81,454.91,4443
217.73,458.11,2651
217.5,466.59,1127
215.87,516.56,2026
217.5,458.6,1849
241.23,523.82,1116
217.32,461.3,1659
214.59,469.55,2542
217.21,465.63,3256
208.8,465.29,2631
217.05,466.6,4242
217.28,462.42,2468
216.47,469.6,1593
217.81,465.66,3081
216.56,461.06,2419
217.15,460.98,2901
239.34,464.7,1754
215.87,464.02,2400
215.42,465.2,1792
243.08,520.33,1388
215.76,467.9,3376
215.6,522.84,1581
217.41,469.45,2785
244.62,469.75,3751
216.63,456.48,2337
213.69,518.05,1411
215.63,465.41,2583
217.02,464.8,2064
212.01,467.17,2714
238.64,516.2,1445
241.84,445.93,2388
217.54,467.68,2636
214.67,464.82,3116
217.6,469.46,1685
217.99,519.47,1861
216.15,469.2,5644
216.75,468.74,1409
244.4,514.49,2998
213.33,465.19,2958
243.94,507.01,2678
213.31,453.64,2376
215.69,504.27,1752
216.64,462.11,2635
214.2,455.88,1392
216.21,516.96,1505
240.91,466.37,4441
214.35,468.66,1718
242.35,524.2,3514
216.29,461.6,2624
217.2,454.96,2363
244.3,453.37,1720
217.8,461.04,3372
215.26,464.92,1067
240.34,467.58,2242
213.68,463.51,1917
243.26,465.72,1872
216.84,520.6,2478
217.47,453.87,3107
217.89,519.9,1431
217.04,456.28,5744
215.2,517.32,3018
216.01,460.26,1543
244.88,466.9,1451
242.14,462.96,1467
243.78,465.89,1437
214.4,462.3,1555
239.48,464.33,2853
213.9,506.3,1639
217.92,468.36,1429
211.69,524.73,2466
217.26,463.54,2441
243.54,465.44,1594
217.23,468.4,2777
212.54,448.04,3236
216.01,524.1,3069
215.58,464.9,3082
243.2,466.46,2378
215.94,462.2,2042
217.5,459.52,2592
217.75,467.89,2340
215.51,466.24,2846
236.14,468.83,2799
214.39,466.8,3173
211.68,515.5,3678
215.87,461.99,1676
215.94,465.85,2213
236.63,469.47,2299
216.3,460.44,1979
215.97,503.23,3451
212.27,466.28,2577
243.36,461.27,191223
244.55,464.23,3569
239.89,468.75,4266
244.85,459.93,2111
217.96,523.5,2213
216.95,524.93,1823
235.38,523.67,1661
217.51,460.48,3578
217.29,523.68,3326
213.58,460.16,2004
216.9,465.94,2734
208.6,454.37,2570
216.88,466.07,3313
217.81,521.97,3284
213.69,465.46,2762
214.5,468.5,1614
215.27,457.97,1449
216.16,468.5,3663
217.06,462.99,4051
217.06,461.05,1137
215.88,458.88,3061
209.18,461.88,1495
217.24,466.36,3861
215.15,466.21,1429
216.09,465.5,1805
213.38,464.7,1581
216.85,460.67,3539
217.22,467.3,1539
213.22,466.62,4293
217.07,458.92,3263
217.47,461.79,2373
217.88,457.73,2708
215.0,461.45,1712
215.16,465.64,1928
213.98,469.57,1262
238.57,461.98,1820
214.34,446.25,1932
215.65,462.67,1974
244.96,450.82,2518
214.13,468.12,1924
242.23,458.12,3091
213.06,467.63,2811
216.32,458.8,1700
244.18,466.22,2842
217.15,448.28,3125
217.28,467.17,3174
244.4,465.11,2560
215.14,467.4,2821
241.66,519.19,3599
217.94,506.03,2449
242.1,520.81,2791
217.93,456.79,2346
215.39,515.82,2159
244.9,523.71,3331
215.1,468.17,4444
239.92,467.2,2758
213.14,467.97,4054
212.45,464.16,4439
215.24,468.29,4163
216.8,468.18,1791
210.56,467.07,1354
214.42,468.48,2620
208.45,465.44,2096
215.4,465.11,2951
214.67,468.61,3325
212.76,510.0,2816
214.47,519.07,2004
242.78,514.18,1809
217.39,520.97,3024
215.26,459.02,4406
216.2,461.26,1795
215.15,455.45,2316
217.55,455.2,3282
216.13,468.98,3695
244.94,469.47,3868
215.31,524.5,2875
215.14,458.7,2602
217.01,524.53,2465
217.66,455.91,2280
211.94,512.23,2870
216.01,463.94,2657
217.3,467.58,2493
213.38,459.05,1914
239.96,454.46,4506
243.7,523.8,1854
212.56,469.82,1784
216.52,506.07,6737
216.43,511.42,2570
214.32,469.55,2547
217.81,457.94,2360
244.5,469.86,1415
244.01,521.98,1296
242.71,450.97,2629
212.85,523.36,1868
241.31,517.25,2537
217.61,468.28,3311
214.92,458.9,1767
217.55,467.1,3060
238.0,465.57,4520
243.97,459.0,1502
216.3,521.71,2341
217.42,465.98,1610
244.5,454.99,2228
210.82,467.18,2317
215.74,524.9,967
216.31,464.96,1649
213.93,462.12,1622
244.78,457.39,2469
215.07,524.64,5876
217.96,462.72,1366
212.23,468.01,3072
239.22,469.0,3389
215.85,515.48,1939
215.93,464.4,1488
237.6,513.33,2679
210.33,464.1,2689
217.4,463.31,4585
214.11,469.6,3146
216.5,522.53,3595
238.18,461.9,2107
216.49,512.62,1913
210.18,456.33,1446
214.46,522.24,1490
215.45,456.21,1894
211.52,466.63,2336
241.95,454.97,1279
212.23,463.9,1661
217.42,469.11,4379
242.94,456.05,1765
244.79,508.36,4148
214.24,522.54,2015
244.55,521.78,1983
243.84,467.62,1535
214.72,469.9,1882
215.55,524.65,2862
217.33,464.24,1763
244.48,456.76,4196
216.66,469.8,2079
215.68,467.36,2399
216.82,464.8,2197
217.88,521.84,3753
216.83,457.43,5921
212.97,465.37,3108
217.23,457.12,2244
243.53,467.3,2658
244.66,520.38,1634
241.44,469.61,2342
216.57,468.82,2302
214.97,468.04,2817
217.25,521.54,4011
244.82,524.3,1093
241.91,462.1,2116
213.04,523.07,2380
243.96,469.17,1806
243.32,457.14,3239
209.77,468.22,1728
233.37,468.91,1707
239.73,465.46,2070
217.81,457.38,1406
214.77,521.37,1835
211.17,514.85,1834
214.95,456.25,1468
216.18,450.43,3695
215.6,511.27,2572
215.38,464.9,2195
217.8,469.04,1191
215.54,469.68,2467
217.83,453.62,1768
215.28,514.31,2476
214.34,469.85,3415
244.56,456.8,2253
216.8,467.69,3529
210.51,463.3,1390
238.38,524.41,2193
217.67,463.24,2558
235.48,464.8,1659
216.47,458.65,2488
217.88,462.81,2349
214.73,466.1,2352
217.42,462.0,2828
217.62,467.58,2674
241.99,465.92,2889
244.3,524.6,3544
242.35,463.83,1936
238.39,463.12,1518
217.84,518.02,2537
217.49,468.99,2704
211.19,469.63,1724
243.26,462.51,3085
215.99,469.6,1584
243.78,466.28,3034
235.33,521.64,3680
217.68,469.2,1787
216.2,465.98,2422
213.79,464.8,3172
215.4,509.32,2308
214.38,519.69,1983
217.5,520.9,1417
216.23,467.98,3483
216.48,461.46,3657
215.82,469.3,3739
215.73,454.49,2995
216.08,523.92,3534
213.41,469.9,2969
212.33,466.02,2014
213.4,524.7,1262
217.51,509.36,3643
232.61,515.93,3489
213.58,462.3,3352
213.28,468.64,2280
213.71,514.06,2589
214.66,452.27,2669
216.99,465.8,1976
217.24,468.84,4630
214.52,463.26,1954
216.23,520.8,2305
215.74,523.02,1934
215.86,469.76,16503
244.8,462.24,1712
244.66,462.19,3100
217.47,466.93,4384
209.5,457.33,2570
217.65,463.76,1744
216.0,465.46,1608
243.92,465.53,2341
244.99,466.96,1764
210.53,453.07,3012
215.37,523.4,1625
217.48,461.97,3464
212.8,468.55,2270
243.61,465.59,3423
214.91,461.61,1816
215.27,467.06,2932
216.51,519.34,1689
211.24,504.41,4072
217.44,466.2,2148
217.95,466.2,3279
239.31,468.16,1707
211.2,518.97,1812
217.83,523.24,4479
216.8,459.99,1949
216.02,461.2,1993
214.83,523.77,1247
214.22,458.48,3500
216.72,464.7,2597
217.0,521.51,2259
213.41,451.57,4472
240.5,466.29,1877
237.12,469.98,3872
217.1,522.86,2374
243.09,465.0,3146
217.63,502.54,3938
217.49,522.3,2021
217.42,458.62,3575
216.74,466.36,3211
213.45,465.68,1373
214.16,462.05,2868
217.97,450.23,2482
217.6,455.06,2387
217.62,501.53,1374
217.99,522.99,2793
243.43,464.97,2951
213.11,517.81,3337
217.3,467.12,2566
215.58,523.45,2716
217.35,449.49,4109
242.08,467.23,2314
216.76,468.76,3043
213.8,467.3,2177
217.54,519.74,3780
212.87,457.3,2132
215.62,524.05,2406
243.89,469.1,1261
217.1,461.38,2228
217.66,454.02,3148
216.1,517.98,2525
243.77,518.77,1754
216.14,466.96,2350
215.0,508.4,1748
217.04,464.92,1494
216.21,464.32,1697
214.39,463.53,2802
212.9,469.86,2353
243.89,469.06,2002
217.29,460.22,108240
217.87,467.57,1543
211.68,462.26,2024
215.76,464.23,2326
242.79,516.4,3268
216.76,462.52,1970
242.79,453.88,1199
240.67,466.76,2616
217.67,505.23,2760
215.28,463.67,2345
217.82,468.29,1695
216.16,456.81,4176
217.26,457.82,3405
216.71,464.55,2484
216.8,466.18,1992
244.23,516.35,1409
217.8,461.87,2823
213.93,462.32,2653
215.89,459.22,3534
215.49,522.58,1796
215.56,458.0,1913
216.96,468.6,1839
214.47,463.59,1524
215.53,444.0,3876
216.64,452.79,1857
239.65,522.81,2801
217.13,464.34,2658
211.49,517.07,2170
214.31,464.69,1130
214.43,462.23,1712
236.41,520.53,2000
217.13,462.81,3241
212.18,458.7,2740
212.13,469.55,3022
217.36,465.3,4580
242.97,455.94,2700
216.82,455.9,5755
211.97,453.46,2237
244.8,523.95,1391
217.39,509.02,1785
243.31,518.45,1911
244.72,457.72,3380
241.81,522.95,3864
217.62,524.68,1721
217.77,516.38,3313
208.92,513.0,1588
216.03,522.13,2021
215.9,457.99,2213
244.81,504.58,3847
217.25,518.51,3613
244.63,464.2,1752
243.42,468.91,1793
214.6,450.36,4466
244.5,461.53,2511
217.21,469.59,3272
217.16,455.08,3028
216.11,449.46,"(None, None)"
216.72,463.59,1354
